trans_id,trans_dt,cust_id,prod_id,item_qty,item_price,seg_name,update_at,active_flag,prod_name,brand,category
1,2016-01-02 10:06:00,9085146,223029,1,42.99,GONE AWAY,2015-11-01 00:00:00,N,Product 223029,L,Make up
1,2016-01-02 10:06:00,9085146,223029,1,42.99,INACTIVE,2014-09-01 00:00:00,N,Product 223029,L,Make up
1,2016-01-02 10:06:00,9085146,223029,1,42.99,INACTIVE,2016-01-01 00:00:00,N,Product 223029,L,Make up
1,2016-01-02 10:06:00,9085146,223029,1,42.99,LAPSED,2014-01-01 00:00:00,N,Product 223029,L,Make up
1,2016-01-02 10:06:00,9085146,223029,1,42.99,LAPSED,2014-03-01 00:00:00,N,Product 223029,L,Make up
1,2016-01-02 10:06:00,9085146,223029,1,42.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 223029,L,Make up
2,2016-01-02 10:30:00,1215814,252270,1,103.95,INFREQUENT,2014-01-01 00:00:00,N,Product 252270,R,Women
2,2016-01-02 10:30:00,1215814,252270,1,103.95,INFREQUENT,2014-07-01 00:00:00,N,Product 252270,R,Women
2,2016-01-02 10:30:00,1215814,252270,1,103.95,INFREQUENT,2015-08-01 00:00:00,N,Product 252270,R,Women
2,2016-01-02 10:30:00,1215814,252270,1,103.95,INFREQUENT,2016-02-01 00:00:00,Y,Product 252270,R,Women
2,2016-01-02 10:30:00,1215814,252270,1,103.95,ONE-OFFS,2014-03-01 00:00:00,N,Product 252270,R,Women
2,2016-01-02 10:30:00,1215814,252270,1,103.95,ONE-OFFS,2015-07-01 00:00:00,N,Product 252270,R,Women
2,2016-01-02 10:30:00,1215814,252270,1,103.95,ONE-OFFS,2016-01-01 00:00:00,N,Product 252270,R,Women
2,2016-01-02 10:30:00,1215814,260383,1,74.99,INFREQUENT,2014-01-01 00:00:00,N,Product 260383,C,Women
2,2016-01-02 10:30:00,1215814,260383,1,74.99,INFREQUENT,2014-07-01 00:00:00,N,Product 260383,C,Women
2,2016-01-02 10:30:00,1215814,260383,1,74.99,INFREQUENT,2015-08-01 00:00:00,N,Product 260383,C,Women
2,2016-01-02 10:30:00,1215814,260383,1,74.99,INFREQUENT,2016-02-01 00:00:00,Y,Product 260383,C,Women
2,2016-01-02 10:30:00,1215814,260383,1,74.99,ONE-OFFS,2014-03-01 00:00:00,N,Product 260383,C,Women
2,2016-01-02 10:30:00,1215814,260383,1,74.99,ONE-OFFS,2015-07-01 00:00:00,N,Product 260383,C,Women
2,2016-01-02 10:30:00,1215814,260383,1,74.99,ONE-OFFS,2016-01-01 00:00:00,N,Product 260383,C,Women
4,2016-01-02 11:33:00,18511160,269119,1,51.99,LAPSED,2016-01-01 00:00:00,N,Product 269119,L,Women
4,2016-01-02 11:33:00,18511160,269119,1,51.99,NEW,2015-01-01 00:00:00,N,Product 269119,L,Women
4,2016-01-02 11:33:00,18511160,269119,1,51.99,ONE-OFFS,2015-06-01 00:00:00,N,Product 269119,L,Women
4,2016-01-02 11:33:00,18511160,269119,1,51.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 269119,L,Women
4,2016-01-02 11:33:00,18511160,411162,1,59.99,LAPSED,2016-01-01 00:00:00,N,Product 411162,K,Women
4,2016-01-02 11:33:00,18511160,411162,1,59.99,NEW,2015-01-01 00:00:00,N,Product 411162,K,Women
4,2016-01-02 11:33:00,18511160,411162,1,59.99,ONE-OFFS,2015-06-01 00:00:00,N,Product 411162,K,Women
4,2016-01-02 11:33:00,18511160,411162,1,59.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 411162,K,Women
6,2016-01-02 11:35:00,15251041,251678,1,61.99,GONE AWAY,2015-06-01 00:00:00,N,Product 251678,P,Men
6,2016-01-02 11:35:00,15251041,251678,1,61.99,INFREQUENT,2016-02-01 00:00:00,Y,Product 251678,P,Men
6,2016-01-02 11:35:00,15251041,251678,1,61.99,ONE-OFFS,2016-01-01 00:00:00,N,Product 251678,P,Men
7,2016-01-02 11:36:00,14769966,218373,1,49.99,INACTIVE,2015-03-01 00:00:00,N,Product 218373,C,Make up
7,2016-01-02 11:36:00,14769966,218373,1,49.99,LAPSED,2014-03-01 00:00:00,N,Product 218373,C,Make up
7,2016-01-02 11:36:00,14769966,218373,1,49.99,LAPSED,2014-09-01 00:00:00,N,Product 218373,C,Make up
7,2016-01-02 11:36:00,14769966,218373,1,49.99,ONE-OFFS,2014-01-01 00:00:00,N,Product 218373,C,Make up
7,2016-01-02 11:36:00,14769966,218373,1,49.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 218373,C,Make up
7,2016-01-02 11:36:00,14769966,243278,1,23.49,INACTIVE,2015-03-01 00:00:00,N,Product 243278,G,Make up
7,2016-01-02 11:36:00,14769966,243278,1,23.49,LAPSED,2014-03-01 00:00:00,N,Product 243278,G,Make up
7,2016-01-02 11:36:00,14769966,243278,1,23.49,LAPSED,2014-09-01 00:00:00,N,Product 243278,G,Make up
7,2016-01-02 11:36:00,14769966,243278,1,23.49,ONE-OFFS,2014-01-01 00:00:00,N,Product 243278,G,Make up
7,2016-01-02 11:36:00,14769966,243278,1,23.49,ONE-OFFS,2016-02-01 00:00:00,Y,Product 243278,G,Make up
9,2016-01-02 11:55:00,5904487,258744,1,38.99,INFREQUENT,2014-01-01 00:00:00,N,Product 258744,C,Women
9,2016-01-02 11:55:00,5904487,258744,1,38.99,INFREQUENT,2014-11-01 00:00:00,N,Product 258744,C,Women
9,2016-01-02 11:55:00,5904487,258744,1,38.99,INFREQUENT,2015-02-01 00:00:00,N,Product 258744,C,Women
9,2016-01-02 11:55:00,5904487,258744,1,38.99,INFREQUENT,2015-07-01 00:00:00,N,Product 258744,C,Women
9,2016-01-02 11:55:00,5904487,258744,1,38.99,INFREQUENT,2015-08-01 00:00:00,N,Product 258744,C,Women
9,2016-01-02 11:55:00,5904487,258744,1,38.99,INFREQUENT,2016-02-01 00:00:00,Y,Product 258744,C,Women
9,2016-01-02 11:55:00,5904487,258744,1,38.99,LOYAL,2014-05-01 00:00:00,N,Product 258744,C,Women
9,2016-01-02 11:55:00,5904487,258744,1,38.99,LOYAL,2014-06-01 00:00:00,N,Product 258744,C,Women
9,2016-01-02 11:55:00,5904487,258744,1,38.99,LOYAL,2014-12-01 00:00:00,N,Product 258744,C,Women
9,2016-01-02 11:55:00,5904487,258744,1,38.99,LOYAL,2016-05-01 00:00:00,Y,Product 258744,C,Women
10,2016-01-02 12:16:00,3769351,255802,1,32.99,INFREQUENT,2014-01-01 00:00:00,N,Product 255802,S,Make up
10,2016-01-02 12:16:00,3769351,255802,1,32.99,INFREQUENT,2014-06-01 00:00:00,N,Product 255802,S,Make up
10,2016-01-02 12:16:00,3769351,255802,1,32.99,LAPSED,2015-06-01 00:00:00,N,Product 255802,S,Make up
10,2016-01-02 12:16:00,3769351,255802,1,32.99,LAPSED,2015-12-01 00:00:00,N,Product 255802,S,Make up
10,2016-01-02 12:16:00,3769351,255802,1,32.99,ONE-OFFS,2014-05-01 00:00:00,N,Product 255802,S,Make up
10,2016-01-02 12:16:00,3769351,255802,1,32.99,ONE-OFFS,2015-01-01 00:00:00,N,Product 255802,S,Make up
10,2016-01-02 12:16:00,3769351,255802,1,32.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 255802,S,Make up
13,2016-01-02 12:25:00,15088,254753,1,22.99,GONE AWAY,2015-06-01 00:00:00,N,Product 254753,S,Make up
13,2016-01-02 12:25:00,15088,254753,1,22.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 254753,S,Make up
13,2016-01-02 12:25:00,15088,512442,1,49.99,GONE AWAY,2015-06-01 00:00:00,N,Product 512442,D,Make up
13,2016-01-02 12:25:00,15088,512442,1,49.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 512442,D,Make up
13,2016-01-02 12:25:00,15088,59836611,1,56.99,GONE AWAY,2015-06-01 00:00:00,N,Product 59836611,L,Women
13,2016-01-02 12:25:00,15088,59836611,1,56.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 59836611,L,Women
13,2016-01-02 12:25:00,15088,125130084,1,34.99,GONE AWAY,2015-06-01 00:00:00,N,Product 125130084,G,Make up
13,2016-01-02 12:25:00,15088,125130084,1,34.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 125130084,G,Make up
13,2016-01-02 12:25:00,15088,226594823,1,66.99,GONE AWAY,2015-06-01 00:00:00,N,Product 226594823,C,Women
13,2016-01-02 12:25:00,15088,226594823,1,66.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 226594823,C,Women
16,2016-01-02 12:31:00,5473878,225915228,1,65.99,INACTIVE,2016-01-01 00:00:00,N,Product 225915228,B,Women
16,2016-01-02 12:31:00,5473878,225915228,1,65.99,INFREQUENT,2014-01-01 00:00:00,N,Product 225915228,B,Women
16,2016-01-02 12:31:00,5473878,225915228,1,65.99,LAPSED,2015-01-01 00:00:00,N,Product 225915228,B,Women
16,2016-01-02 12:31:00,5473878,225915228,1,65.99,LAPSED,2015-07-01 00:00:00,N,Product 225915228,B,Women
16,2016-01-02 12:31:00,5473878,225915228,1,65.99,ONE-OFFS,2014-02-01 00:00:00,N,Product 225915228,B,Women
16,2016-01-02 12:31:00,5473878,225915228,1,65.99,ONE-OFFS,2016-02-01 00:00:00,Y,Product 225915228,B,Women
17,2016-01-02 12:35:00,2591778,223453,1,49.99,INFREQUENT,2014-01-01 00:00:00,N,Product 223453,S,Women
17,2016-01-02 12:35:00,2591778,223453,1,49.99,INFREQUENT,2014-08-01 00:00:00,N,Product 223453,S,Women
17,2016-01-02 12:35:00,2591778,223453,1,49.99,INFREQUENT,2015-04-01 00:00:00,N,Product 223453,S,Women
17,2016-01-02 12:35:00,2591778,223453,1,49.99,INFREQUENT,2015-08-01 00:00:00,N,Product 223453,S,Women
17,2016-01-02 12:35:00,2591778,223453,1,49.99,LOYAL,2015-05-01 00:00:00,N,Product 223453,S,Women
17,2016-01-02 12:35:00,2591778,223453,1,49.99,LOYAL,2015-09-01 00:00:00,N,Product 223453,S,Women
17,2016-01-02 12:35:00,2591778,223453,1,49.99,LOYAL,2016-02-01 00:00:00,Y,Product 223453,S,Women
17,2016-01-02 12:35:00,2591778,223453,1,49.99,LOYAL,2016-04-01 00:00:00,Y,Product 223453,S,Women
19,2016-01-02 12:36:00,21233401,367185,1,14.9,NEW,2016-02-01 00:00:00,Y,Product 367185,M,Make up
19,2016-01-02 12:36:00,21233401,440174,1,12.9,NEW,2016-02-01 00:00:00,Y,Product 440174,M,Make up
19,2016-01-02 12:36:00,21233401,166838327,1,13.99,NEW,2016-02-01 00:00:00,Y,Product 166838327,M,Accessoires
21,2016-01-02 13:03:00,11805690,238473,1,25.99,INFREQUENT,2014-01-01 00:00:00,N,Product 238473,I,Men
21,2016-01-02 13:03:00,11805690,238473,1,25.99,INFREQUENT,2016-02-01 00:00:00,N,Product 238473,I,Men
21,2016-01-02 13:03:00,11805690,238473,1,25.99,LAPSED,2014-11-01 00:00:00,N,Product 238473,I,Men
21,2016-01-02 13:03:00,11805690,238473,1,25.99,ONE-OFFS,2014-05-01 00:00:00,N,Product 238473,I,Men
21,2016-01-02 13:03:00,11805690,238473,1,25.99,ONE-OFFS,2015-03-01 00:00:00,N,Product 238473,I,Men
21,2016-01-02 13:03:00,11805690,238473,1,25.99,ONE-OFFS,2016-03-01 00:00:00,Y,Product 238473,I,Men
23,2016-01-02 13:16:00,15458323,265690,1,12.99,INFREQUENT,2014-01-01 00:00:00,N,Product 265690,C,Women
23,2016-01-02 13:16:00,15458323,265690,1,12.99,INFREQUENT,2014-07-01 00:00:00,N,Product 265690,C,Women
23,2016-01-02 13:16:00,15458323,265690,1,12.99,INFREQUENT,2014-12-01 00:00:00,N,Product 265690,C,Women
23,2016-01-02 13:16:00,15458323,265690,1,12.99,INFREQUENT,2015-07-01 00:00:00,N,Product 265690,C,Women
23,2016-01-02 13:16:00,15458323,265690,1,12.99,INFREQUENT,2015-12-01 00:00:00,Y,Product 265690,C,Women
23,2016-01-02 13:16:00,15458323,265690,1,12.99,INFREQUENT,2016-05-01 00:00:00,Y,Product 265690,C,Women
23,2016-01-02 13:16:00,15458323,265690,1,12.99,ONE-OFFS,2014-06-01 00:00:00,N,Product 265690,C,Women
